Counter,Row,ColumnCounter,Video,Filename,"What is the start time of the commercial? (Remember to pause the video at the black frame right before the commercial starts, and then click on Share and click the ""start at"" button before copying and pasting the URL here)","What is the END time of the commercial? (Remember to pause the video at the black frame right after the commercial ends, and then click on Share and click the ""start at"" button before copying and pasting the URL here)",Who is the ad's sponsor (or the company who makes the product in the ad)?,"What is the product being advertised, if any?",Is the Commercial Particularly Interesting/Weird/Cool?,Blank,Date,Sponsor--Product,StartTime,EndTime,Time,Interesting,Formula
18,21,103,https://youtu.be/UikhBHamQlo,1989 08 15 0000 US NA024757 V9 VHS50 MB24 H5 CM,https://youtu.be/UikhBHamQlo?t=2234,https://youtu.be/UikhBHamQlo?t=2265,Schick Hospital ,Addiction Treatment,No,0,1989 08 15,Schick Hospital --Addiction Treatment,2234,2265,31,,"ffmpeg -ss 2233 -i ""1989 08 15 0000 US NA024757 V9 VHS50 MB24 H5 CM"".mp4 -c copy -t 34 ""Schick Hospital --Addiction Treatment__ zz_1989 08 15_1989 08 15 0000 US NA024757 V9 VHS50 MB24 H5 CM_2234s"".mp4"
19,21,109,https://youtu.be/UikhBHamQlo,1989 08 15 0000 US NA024757 V9 VHS50 MB24 H5 CM,https://youtu.be/UikhBHamQlo?t=3164,https://youtu.be/UikhBHamQlo?t=3201,Ford,General Car Advertising,Yes,0,1989 08 15,Ford--General Car Advertising,3164,3201,37,Int,"ffmpeg -ss 3163 -i ""1989 08 15 0000 US NA024757 V9 VHS50 MB24 H5 CM"".mp4 -c copy -t 40 ""Ford--General Car Advertising_Int_ zz_1989 08 15_1989 08 15 0000 US NA024757 V9 VHS50 MB24 H5 CM_3164s"".mp4"
20,21,115,https://youtu.be/UikhBHamQlo,1989 08 15 0000 US NA024757 V9 VHS50 MB24 H5 CM,https://youtu.be/UikhBHamQlo?t=4397,https://youtu.be/UikhBHamQlo?t=4427,Madza,General Car Sale,No,0,1989 08 15,Madza--General Car Sale,4397,4427,30,,"ffmpeg -ss 4396 -i ""1989 08 15 0000 US NA024757 V9 VHS50 MB24 H5 CM"".mp4 -c copy -t 33 ""Madza--General Car Sale__ zz_1989 08 15_1989 08 15 0000 US NA024757 V9 VHS50 MB24 H5 CM_4397s"".mp4"
21,21,121,https://youtu.be/UikhBHamQlo,1989 08 15 0000 US NA024757 V9 VHS50 MB24 H5 CM,https://youtu.be/UikhBHamQlo?t=4427,https://youtu.be/UikhBHamQlo?t=4488,Citibank,Citibank Mastercard Services,No,0,1989 08 15,Citibank--Citibank Mastercard Services,4427,4488,61,,"ffmpeg -ss 4426 -i ""1989 08 15 0000 US NA024757 V9 VHS50 MB24 H5 CM"".mp4 -c copy -t 64 ""Citibank--Citibank Mastercard Services__ zz_1989 08 15_1989 08 15 0000 US NA024757 V9 VHS50 MB24 H5 CM_4427s"".mp4"
22,21,127,https://youtu.be/UikhBHamQlo,1989 08 15 0000 US NA024757 V9 VHS50 MB24 H5 CM,https://youtu.be/UikhBHamQlo?t=4488,https://youtu.be/UikhBHamQlo?t=4517,Exxon Gas Store,General Exxon Gas Station Services,No,0,1989 08 15,Exxon Gas Store--General Exxon Gas Station Services,4488,4517,29,,"ffmpeg -ss 4487 -i ""1989 08 15 0000 US NA024757 V9 VHS50 MB24 H5 CM"".mp4 -c copy -t 32 ""Exxon Gas Store--General Exxon Gas Station Services__ zz_1989 08 15_1989 08 15 0000 US NA024757 V9 VHS50 MB24 H5 CM_4488s"".mp4"
23,21,133,https://youtu.be/UikhBHamQlo,1989 08 15 0000 US NA024757 V9 VHS50 MB24 H5 CM,https://youtu.be/UikhBHamQlo?t=4517,https://youtu.be/UikhBHamQlo?t=4527,Cadallic Car Dealership,Advertisement for location of car dealership,No,0,1989 08 15,Cadallic Car Dealership--Advertisement for location of car dealership,4517,4527,10,,"ffmpeg -ss 4516 -i ""1989 08 15 0000 US NA024757 V9 VHS50 MB24 H5 CM"".mp4 -c copy -t 13 ""Cadallic Car Dealership--Advertisement for location of car dealership__ zz_1989 08 15_1989 08 15 0000 US NA024757 V9 VHS50 MB24 H5 CM_4517s"".mp4"
24,21,139,https://youtu.be/UikhBHamQlo,1989 08 15 0000 US NA024757 V9 VHS50 MB24 H5 CM,https://youtu.be/UikhBHamQlo?t=4930,https://youtu.be/UikhBHamQlo?t=4960,Circuit City,Electronics Sale,Yes,0,1989 08 15,Circuit City--Electronics Sale,4930,4960,30,Int,"ffmpeg -ss 4929 -i ""1989 08 15 0000 US NA024757 V9 VHS50 MB24 H5 CM"".mp4 -c copy -t 33 ""Circuit City--Electronics Sale_Int_ zz_1989 08 15_1989 08 15 0000 US NA024757 V9 VHS50 MB24 H5 CM_4930s"".mp4"
25,21,145,https://youtu.be/UikhBHamQlo,1989 08 15 0000 US NA024757 V9 VHS50 MB24 H5 CM,https://youtu.be/UikhBHamQlo?t=5020,https://youtu.be/UikhBHamQlo?t=5050,Crazy Glue,Crazy Glue,No,0,1989 08 15,Crazy Glue--Crazy Glue,5020,5050,30,,"ffmpeg -ss 5019 -i ""1989 08 15 0000 US NA024757 V9 VHS50 MB24 H5 CM"".mp4 -c copy -t 33 ""Crazy Glue--Crazy Glue__ zz_1989 08 15_1989 08 15 0000 US NA024757 V9 VHS50 MB24 H5 CM_5020s"".mp4"
26,21,151,https://youtu.be/UikhBHamQlo,1989 08 15 0000 US NA024757 V9 VHS50 MB24 H5 CM,https://youtu.be/UikhBHamQlo?t=5050,https://youtu.be/UikhBHamQlo?t=5080,The Car Television Seriesll,The Car Television Series,Yes,0,1989 08 15,The Car Television Seriesll--The Car Television Series,5050,5080,30,Int,"ffmpeg -ss 5049 -i ""1989 08 15 0000 US NA024757 V9 VHS50 MB24 H5 CM"".mp4 -c copy -t 33 ""The Car Television Seriesll--The Car Television Series_Int_ zz_1989 08 15_1989 08 15 0000 US NA024757 V9 VHS50 MB24 H5 CM_5050s"".mp4"
27,21,157,https://youtu.be/UikhBHamQlo,1989 08 15 0000 US NA024757 V9 VHS50 MB24 H5 CM,https://youtu.be/UikhBHamQlo?t=5373,https://youtu.be/UikhBHamQlo?t=5388,Mercedes Benz,Advertising a new break safety feature,No,0,1989 08 15,Mercedes Benz--Advertising a new break safety feature,5373,5388,15,,"ffmpeg -ss 5372 -i ""1989 08 15 0000 US NA024757 V9 VHS50 MB24 H5 CM"".mp4 -c copy -t 18 ""Mercedes Benz--Advertising a new break safety feature__ zz_1989 08 15_1989 08 15 0000 US NA024757 V9 VHS50 MB24 H5 CM_5373s"".mp4"
28,21,163,https://youtu.be/UikhBHamQlo,1989 08 15 0000 US NA024757 V9 VHS50 MB24 H5 CM,https://youtu.be/UikhBHamQlo?t=5388,https://youtu.be/UikhBHamQlo?t=5418,HomeFed ,Emerald CD keepsake with purchase,No,0,1989 08 15,HomeFed --Emerald CD keepsake with purchase,5388,5418,30,,"ffmpeg -ss 5387 -i ""1989 08 15 0000 US NA024757 V9 VHS50 MB24 H5 CM"".mp4 -c copy -t 33 ""HomeFed --Emerald CD keepsake with purchase__ zz_1989 08 15_1989 08 15 0000 US NA024757 V9 VHS50 MB24 H5 CM_5388s"".mp4"
29,21,169,https://youtu.be/UikhBHamQlo,1989 08 15 0000 US NA024757 V9 VHS50 MB24 H5 CM,https://youtu.be/UikhBHamQlo?t=5448,https://youtu.be/UikhBHamQlo?t=5478,Lucky Supermarket,Lower Prices compared to retailers,No,0,1989 08 15,Lucky Supermarket--Lower Prices compared to retailers,5448,5478,30,,"ffmpeg -ss 5447 -i ""1989 08 15 0000 US NA024757 V9 VHS50 MB24 H5 CM"".mp4 -c copy -t 33 ""Lucky Supermarket--Lower Prices compared to retailers__ zz_1989 08 15_1989 08 15 0000 US NA024757 V9 VHS50 MB24 H5 CM_5448s"".mp4"
30,21,175,https://youtu.be/UikhBHamQlo,1989 08 15 0000 US NA024757 V9 VHS50 MB24 H5 CM,https://youtu.be/UikhBHamQlo?t=5479,https://youtu.be/UikhBHamQlo?t=5508,Black Angus,Meal specials,No,0,1989 08 15,Black Angus--Meal specials,5479,5508,29,,"ffmpeg -ss 5478 -i ""1989 08 15 0000 US NA024757 V9 VHS50 MB24 H5 CM"".mp4 -c copy -t 32 ""Black Angus--Meal specials__ zz_1989 08 15_1989 08 15 0000 US NA024757 V9 VHS50 MB24 H5 CM_5479s"".mp4"
31,21,181,https://youtu.be/UikhBHamQlo,1989 08 15 0000 US NA024757 V9 VHS50 MB24 H5 CM,https://youtu.be/UikhBHamQlo?t=5884,https://youtu.be/UikhBHamQlo?t=5914,Dodge,Advertisement for Dodge minivan,No,0,1989 08 15,Dodge--Advertisement for Dodge minivan,5884,5914,30,,"ffmpeg -ss 5883 -i ""1989 08 15 0000 US NA024757 V9 VHS50 MB24 H5 CM"".mp4 -c copy -t 33 ""Dodge--Advertisement for Dodge minivan__ zz_1989 08 15_1989 08 15 0000 US NA024757 V9 VHS50 MB24 H5 CM_5884s"".mp4"
32,21,187,https://youtu.be/UikhBHamQlo,1989 08 15 0000 US NA024757 V9 VHS50 MB24 H5 CM,https://youtu.be/UikhBHamQlo?t=5945,https://youtu.be/UikhBHamQlo?t=5974,Orkin,Orkin Pest Control Services,No,0,1989 08 15,Orkin--Orkin Pest Control Services,5945,5974,29,,"ffmpeg -ss 5944 -i ""1989 08 15 0000 US NA024757 V9 VHS50 MB24 H5 CM"".mp4 -c copy -t 32 ""Orkin--Orkin Pest Control Services__ zz_1989 08 15_1989 08 15 0000 US NA024757 V9 VHS50 MB24 H5 CM_5945s"".mp4"
33,21,193,https://youtu.be/UikhBHamQlo,1989 08 15 0000 US NA024757 V9 VHS50 MB24 H5 CM,https://youtu.be/UikhBHamQlo?t=5974,https://youtu.be/UikhBHamQlo?t=6004,N/a,Dental Implants,No,0,1989 08 15,N/a--Dental Implants,5974,6004,30,,"ffmpeg -ss 5973 -i ""1989 08 15 0000 US NA024757 V9 VHS50 MB24 H5 CM"".mp4 -c copy -t 33 ""N/a--Dental Implants__ zz_1989 08 15_1989 08 15 0000 US NA024757 V9 VHS50 MB24 H5 CM_5974s"".mp4"
34,21,199,https://youtu.be/UikhBHamQlo,1989 08 15 0000 US NA024757 V9 VHS50 MB24 H5 CM,https://youtu.be/UikhBHamQlo?t=6303,https://youtu.be/UikhBHamQlo?t=6333,Daijhatsu Cars,General car advertisement,Yes,0,1989 08 15,Daijhatsu Cars--General car advertisement,6303,6333,30,Int,"ffmpeg -ss 6302 -i ""1989 08 15 0000 US NA024757 V9 VHS50 MB24 H5 CM"".mp4 -c copy -t 33 ""Daijhatsu Cars--General car advertisement_Int_ zz_1989 08 15_1989 08 15 0000 US NA024757 V9 VHS50 MB24 H5 CM_6303s"".mp4"
35,21,205,https://youtu.be/UikhBHamQlo,1989 08 15 0000 US NA024757 V9 VHS50 MB24 H5 CM,https://youtu.be/UikhBHamQlo?t=6363,https://youtu.be/UikhBHamQlo?t=6373,Carpeteria,carpet sales,No,0,1989 08 15,Carpeteria--carpet sales,6363,6373,10,,"ffmpeg -ss 6362 -i ""1989 08 15 0000 US NA024757 V9 VHS50 MB24 H5 CM"".mp4 -c copy -t 13 ""Carpeteria--carpet sales__ zz_1989 08 15_1989 08 15 0000 US NA024757 V9 VHS50 MB24 H5 CM_6363s"".mp4"
36,21,211,https://youtu.be/UikhBHamQlo,1989 08 15 0000 US NA024757 V9 VHS50 MB24 H5 CM,https://youtu.be/UikhBHamQlo?t=6791,https://youtu.be/UikhBHamQlo?t=6821,El Torito,Food combo special,No,0,1989 08 15,El Torito--Food combo special,6791,6821,30,,"ffmpeg -ss 6790 -i ""1989 08 15 0000 US NA024757 V9 VHS50 MB24 H5 CM"".mp4 -c copy -t 33 ""El Torito--Food combo special__ zz_1989 08 15_1989 08 15 0000 US NA024757 V9 VHS50 MB24 H5 CM_6791s"".mp4"
37,21,217,https://youtu.be/UikhBHamQlo,1989 08 15 0000 US NA024757 V9 VHS50 MB24 H5 CM,https://youtu.be/UikhBHamQlo?t=6821,https://youtu.be/UikhBHamQlo?t=6851,EnviroResearch,Electronic Air Cleaners,Yes,0,1989 08 15,EnviroResearch--Electronic Air Cleaners,6821,6851,30,Int,"ffmpeg -ss 6820 -i ""1989 08 15 0000 US NA024757 V9 VHS50 MB24 H5 CM"".mp4 -c copy -t 33 ""EnviroResearch--Electronic Air Cleaners_Int_ zz_1989 08 15_1989 08 15 0000 US NA024757 V9 VHS50 MB24 H5 CM_6821s"".mp4"
38,21,223,https://youtu.be/UikhBHamQlo,1989 08 15 0000 US NA024757 V9 VHS50 MB24 H5 CM,https://youtu.be/UikhBHamQlo?t=6912,https://youtu.be/UikhBHamQlo?t=6921,MALFED employer hotline,Legal and Educational Fund,No,0,1989 08 15,MALFED employer hotline--Legal and Educational Fund,6912,6921,9,,"ffmpeg -ss 6911 -i ""1989 08 15 0000 US NA024757 V9 VHS50 MB24 H5 CM"".mp4 -c copy -t 12 ""MALFED employer hotline--Legal and Educational Fund__ zz_1989 08 15_1989 08 15 0000 US NA024757 V9 VHS50 MB24 H5 CM_6912s"".mp4"
39,21,229,https://youtu.be/UikhBHamQlo,1989 08 15 0000 US NA024757 V9 VHS50 MB24 H5 CM,https://youtu.be/UikhBHamQlo?t=6931,https://youtu.be/UikhBHamQlo?t=6962,Cadallic,General Car commercial,No,0,1989 08 15,Cadallic--General Car commercial,6931,6962,31,,"ffmpeg -ss 6930 -i ""1989 08 15 0000 US NA024757 V9 VHS50 MB24 H5 CM"".mp4 -c copy -t 34 ""Cadallic--General Car commercial__ zz_1989 08 15_1989 08 15 0000 US NA024757 V9 VHS50 MB24 H5 CM_6931s"".mp4"
40,21,235,https://youtu.be/UikhBHamQlo,1989 08 15 0000 US NA024757 V9 VHS50 MB24 H5 CM,,,,,,1,1989 08 15,--,#VALUE!,#VALUE!,#VALUE!,,
41,21,241,https://youtu.be/UikhBHamQlo,1989 08 15 0000 US NA024757 V9 VHS50 MB24 H5 CM,,,,,,1,1989 08 15,--,#VALUE!,#VALUE!,#VALUE!,,
42,21,247,https://youtu.be/UikhBHamQlo,1989 08 15 0000 US NA024757 V9 VHS50 MB24 H5 CM,,,,,,1,1989 08 15,--,#VALUE!,#VALUE!,#VALUE!,,
43,21,253,https://youtu.be/UikhBHamQlo,1989 08 15 0000 US NA024757 V9 VHS50 MB24 H5 CM,,,,,,1,1989 08 15,--,#VALUE!,#VALUE!,#VALUE!,,
44,21,259,https://youtu.be/UikhBHamQlo,1989 08 15 0000 US NA024757 V9 VHS50 MB24 H5 CM,,,,,,1,1989 08 15,--,#VALUE!,#VALUE!,#VALUE!,,
45,21,265,https://youtu.be/UikhBHamQlo,1989 08 15 0000 US NA024757 V9 VHS50 MB24 H5 CM,,,,,,1,1989 08 15,--,#VALUE!,#VALUE!,#VALUE!,,
46,21,271,https://youtu.be/UikhBHamQlo,1989 08 15 0000 US NA024757 V9 VHS50 MB24 H5 CM,,,,,,1,1989 08 15,--,#VALUE!,#VALUE!,#VALUE!,,
47,21,277,https://youtu.be/UikhBHamQlo,1989 08 15 0000 US NA024757 V9 VHS50 MB24 H5 CM,,,,,,1,1989 08 15,--,#VALUE!,#VALUE!,#VALUE!,,
48,21,283,https://youtu.be/UikhBHamQlo,1989 08 15 0000 US NA024757 V9 VHS50 MB24 H5 CM,,,,,,1,1989 08 15,--,#VALUE!,#VALUE!,#VALUE!,,
49,21,289,https://youtu.be/UikhBHamQlo,1989 08 15 0000 US NA024757 V9 VHS50 MB24 H5 CM,,,,,,1,1989 08 15,--,#VALUE!,#VALUE!,#VALUE!,,
50,21,295,https://youtu.be/UikhBHamQlo,1989 08 15 0000 US NA024757 V9 VHS50 MB24 H5 CM,,,,,,1,1989 08 15,--,#VALUE!,#VALUE!,#VALUE!,,
51,21,301,https://youtu.be/UikhBHamQlo,1989 08 15 0000 US NA024757 V9 VHS50 MB24 H5 CM,,,,,,1,1989 08 15,--,#VALUE!,#VALUE!,#VALUE!,,
52,21,307,https://youtu.be/UikhBHamQlo,1989 08 15 0000 US NA024757 V9 VHS50 MB24 H5 CM,,,,,,1,1989 08 15,--,#VALUE!,#VALUE!,#VALUE!,,
53,21,313,https://youtu.be/UikhBHamQlo,1989 08 15 0000 US NA024757 V9 VHS50 MB24 H5 CM,,,,,,1,1989 08 15,--,#VALUE!,#VALUE!,#VALUE!,,
54,21,319,https://youtu.be/UikhBHamQlo,1989 08 15 0000 US NA024757 V9 VHS50 MB24 H5 CM,,,,,,1,1989 08 15,--,#VALUE!,#VALUE!,#VALUE!,,
55,21,325,https://youtu.be/UikhBHamQlo,1989 08 15 0000 US NA024757 V9 VHS50 MB24 H5 CM,,,,,,1,1989 08 15,--,#VALUE!,#VALUE!,#VALUE!,,
56,21,331,https://youtu.be/UikhBHamQlo,1989 08 15 0000 US NA024757 V9 VHS50 MB24 H5 CM,,,,,,1,1989 08 15,--,#VALUE!,#VALUE!,#VALUE!,,
57,21,337,https://youtu.be/UikhBHamQlo,1989 08 15 0000 US NA024757 V9 VHS50 MB24 H5 CM,,,,,,1,1989 08 15,--,#VALUE!,#VALUE!,#VALUE!,,
58,21,343,https://youtu.be/UikhBHamQlo,1989 08 15 0000 US NA024757 V9 VHS50 MB24 H5 CM,,,,,,1,1989 08 15,--,#VALUE!,#VALUE!,#VALUE!,,
59,21,349,https://youtu.be/UikhBHamQlo,1989 08 15 0000 US NA024757 V9 VHS50 MB24 H5 CM,,,,,,1,1989 08 15,--,#VALUE!,#VALUE!,#VALUE!,,
60,21,355,https://youtu.be/UikhBHamQlo,1989 08 15 0000 US NA024757 V9 VHS50 MB24 H5 CM,,,,,,1,1989 08 15,--,#VALUE!,#VALUE!,#VALUE!,,
61,21,361,https://youtu.be/UikhBHamQlo,1989 08 15 0000 US NA024757 V9 VHS50 MB24 H5 CM,,,,,,1,1989 08 15,--,#VALUE!,#VALUE!,#VALUE!,,
62,21,367,https://youtu.be/UikhBHamQlo,1989 08 15 0000 US NA024757 V9 VHS50 MB24 H5 CM,,,,,,1,1989 08 15,--,#VALUE!,#VALUE!,#VALUE!,,
63,21,373,https://youtu.be/UikhBHamQlo,1989 08 15 0000 US NA024757 V9 VHS50 MB24 H5 CM,,,,,,1,1989 08 15,--,#VALUE!,#VALUE!,#VALUE!,,
64,21,379,https://youtu.be/UikhBHamQlo,1989 08 15 0000 US NA024757 V9 VHS50 MB24 H5 CM,,,,,,1,1989 08 15,--,#VALUE!,#VALUE!,#VALUE!,,
65,21,385,https://youtu.be/UikhBHamQlo,1989 08 15 0000 US NA024757 V9 VHS50 MB24 H5 CM,,,,,,1,1989 08 15,--,#VALUE!,#VALUE!,#VALUE!,,
66,21,391,https://youtu.be/UikhBHamQlo,1989 08 15 0000 US NA024757 V9 VHS50 MB24 H5 CM,,,,,,1,1989 08 15,--,#VALUE!,#VALUE!,#VALUE!,,
67,21,397,https://youtu.be/UikhBHamQlo,1989 08 15 0000 US NA024757 V9 VHS50 MB24 H5 CM,,,,,,1,1989 08 15,--,#VALUE!,#VALUE!,#VALUE!,,
68,21,403,https://youtu.be/UikhBHamQlo,1989 08 15 0000 US NA024757 V9 VHS50 MB24 H5 CM,,,,,,1,1989 08 15,--,#VALUE!,#VALUE!,#VALUE!,,
69,21,409,https://youtu.be/UikhBHamQlo,1989 08 15 0000 US NA024757 V9 VHS50 MB24 H5 CM,,,,,,1,1989 08 15,--,#VALUE!,#VALUE!,#VALUE!,,
70,21,415,https://youtu.be/UikhBHamQlo,1989 08 15 0000 US NA024757 V9 VHS50 MB24 H5 CM,,,,,,1,1989 08 15,--,#VALUE!,#VALUE!,#VALUE!,,
71,21,421,https://youtu.be/UikhBHamQlo,1989 08 15 0000 US NA024757 V9 VHS50 MB24 H5 CM,,,,,,1,1989 08 15,--,#VALUE!,#VALUE!,#VALUE!,,
72,21,427,https://youtu.be/UikhBHamQlo,1989 08 15 0000 US NA024757 V9 VHS50 MB24 H5 CM,,,,,,1,1989 08 15,--,#VALUE!,#VALUE!,#VALUE!,,
73,21,433,https://youtu.be/UikhBHamQlo,1989 08 15 0000 US NA024757 V9 VHS50 MB24 H5 CM,,,,,,1,1989 08 15,--,#VALUE!,#VALUE!,#VALUE!,,
74,21,439,https://youtu.be/UikhBHamQlo,1989 08 15 0000 US NA024757 V9 VHS50 MB24 H5 CM,,,,,,1,1989 08 15,--,#VALUE!,#VALUE!,#VALUE!,,
75,21,445,https://youtu.be/UikhBHamQlo,1989 08 15 0000 US NA024757 V9 VHS50 MB24 H5 CM,,,,,,1,1989 08 15,--,#VALUE!,#VALUE!,#VALUE!,,
76,21,451,https://youtu.be/UikhBHamQlo,1989 08 15 0000 US NA024757 V9 VHS50 MB24 H5 CM,,,,,,1,1989 08 15,--,#VALUE!,#VALUE!,#VALUE!,,
77,21,457,https://youtu.be/UikhBHamQlo,1989 08 15 0000 US NA024757 V9 VHS50 MB24 H5 CM,,,,,,1,1989 08 15,--,#VALUE!,#VALUE!,#VALUE!,,
1,22,1,https://youtu.be/2xkkPSzp1Os,1989 08 15 0000 US NA024758 V10 VHS39 MB27 H32 CM,https://youtu.be/2xkkPSzp1Os?t=3318,https://youtu.be/2xkkPSzp1Os?t=3333,Pepsi Co,"Pepsi, Pizza Hut, Taco bell, Frito Lay, Kentucky Fried Chicken",No,0,1989 08 15,"Pepsi Co--Pepsi, Pizza Hut, Taco bell, Frito Lay, Kentucky Fried Chicken",3318,3333,15,,"ffmpeg -ss 3317 -i ""1989 08 15 0000 US NA024758 V10 VHS39 MB27 H32 CM"".mp4 -c copy -t 18 ""Pepsi Co--Pepsi, Pizza Hut, Taco bell, Frito Lay, Kentucky Fried Chicken__ zz_1989 08 15_1989 08 15 0000 US NA024758 V10 VHS39 MB27 H32 CM_3318s"".mp4"
2,22,7,https://youtu.be/2xkkPSzp1Os,1989 08 15 0000 US NA024758 V10 VHS39 MB27 H32 CM,https://youtu.be/2xkkPSzp1Os?t=4210,https://youtu.be/2xkkPSzp1Os?t=4270,Pacific Bell,Yellow Pages,No,0,1989 08 15,Pacific Bell--Yellow Pages,4210,4270,60,,"ffmpeg -ss 4209 -i ""1989 08 15 0000 US NA024758 V10 VHS39 MB27 H32 CM"".mp4 -c copy -t 63 ""Pacific Bell--Yellow Pages__ zz_1989 08 15_1989 08 15 0000 US NA024758 V10 VHS39 MB27 H32 CM_4210s"".mp4"
3,22,13,https://youtu.be/2xkkPSzp1Os,1989 08 15 0000 US NA024758 V10 VHS39 MB27 H32 CM,https://youtu.be/2xkkPSzp1Os?t=4271,https://youtu.be/2xkkPSzp1Os?t=4302,Columbia Pictures,Movie: Casualties of War,No,0,1989 08 15,Columbia Pictures--Movie: Casualties of War,4271,4302,31,,"ffmpeg -ss 4270 -i ""1989 08 15 0000 US NA024758 V10 VHS39 MB27 H32 CM"".mp4 -c copy -t 34 ""Columbia Pictures--Movie: Casualties of War__ zz_1989 08 15_1989 08 15 0000 US NA024758 V10 VHS39 MB27 H32 CM_4271s"".mp4"
4,22,19,https://youtu.be/2xkkPSzp1Os,1989 08 15 0000 US NA024758 V10 VHS39 MB27 H32 CM,https://youtu.be/2xkkPSzp1Os?t=4302,https://youtu.be/2xkkPSzp1Os?t=4333,Mazda,$750 cash back,No,0,1989 08 15,Mazda--$750 cash back,4302,4333,31,,"ffmpeg -ss 4301 -i ""1989 08 15 0000 US NA024758 V10 VHS39 MB27 H32 CM"".mp4 -c copy -t 34 ""Mazda--$750 cash back__ zz_1989 08 15_1989 08 15 0000 US NA024758 V10 VHS39 MB27 H32 CM_4302s"".mp4"
5,22,25,https://youtu.be/2xkkPSzp1Os,1989 08 15 0000 US NA024758 V10 VHS39 MB27 H32 CM,https://youtu.be/2xkkPSzp1Os?t=4748,https://youtu.be/2xkkPSzp1Os?t=4778,Channel 13,TV show: HEAT,No,0,1989 08 15,Channel 13--TV show: HEAT,4748,4778,30,,"ffmpeg -ss 4747 -i ""1989 08 15 0000 US NA024758 V10 VHS39 MB27 H32 CM"".mp4 -c copy -t 33 ""Channel 13--TV show: HEAT__ zz_1989 08 15_1989 08 15 0000 US NA024758 V10 VHS39 MB27 H32 CM_4748s"".mp4"
6,22,31,https://youtu.be/2xkkPSzp1Os,1989 08 15 0000 US NA024758 V10 VHS39 MB27 H32 CM,https://youtu.be/2xkkPSzp1Os?t=4778,https://youtu.be/2xkkPSzp1Os?t=4809,Dodge,Clearance and offers on stock,No,0,1989 08 15,Dodge--Clearance and offers on stock,4778,4809,31,,"ffmpeg -ss 4777 -i ""1989 08 15 0000 US NA024758 V10 VHS39 MB27 H32 CM"".mp4 -c copy -t 34 ""Dodge--Clearance and offers on stock__ zz_1989 08 15_1989 08 15 0000 US NA024758 V10 VHS39 MB27 H32 CM_4778s"".mp4"
7,22,37,https://youtu.be/2xkkPSzp1Os,1989 08 15 0000 US NA024758 V10 VHS39 MB27 H32 CM,https://youtu.be/2xkkPSzp1Os?t=4809,https://youtu.be/2xkkPSzp1Os?t=4840,DELTA,faucets,Yes,0,1989 08 15,DELTA--faucets,4809,4840,31,Int,"ffmpeg -ss 4808 -i ""1989 08 15 0000 US NA024758 V10 VHS39 MB27 H32 CM"".mp4 -c copy -t 34 ""DELTA--faucets_Int_ zz_1989 08 15_1989 08 15 0000 US NA024758 V10 VHS39 MB27 H32 CM_4809s"".mp4"
8,22,43,https://youtu.be/2xkkPSzp1Os,1989 08 15 0000 US NA024758 V10 VHS39 MB27 H32 CM,https://youtu.be/2xkkPSzp1Os?t=4840,https://youtu.be/2xkkPSzp1Os?t=4871,Easy Spirit Dress,the easy spirit pumps,No,0,1989 08 15,Easy Spirit Dress--the easy spirit pumps,4840,4871,31,,"ffmpeg -ss 4839 -i ""1989 08 15 0000 US NA024758 V10 VHS39 MB27 H32 CM"".mp4 -c copy -t 34 ""Easy Spirit Dress--the easy spirit pumps__ zz_1989 08 15_1989 08 15 0000 US NA024758 V10 VHS39 MB27 H32 CM_4840s"".mp4"
9,22,49,https://youtu.be/2xkkPSzp1Os,1989 08 15 0000 US NA024758 V10 VHS39 MB27 H32 CM,https://youtu.be/2xkkPSzp1Os?t=5265,https://youtu.be/2xkkPSzp1Os?t=5296,Calvin Klein,ETERNITY perfume,Yes,0,1989 08 15,Calvin Klein--ETERNITY perfume,5265,5296,31,Int,"ffmpeg -ss 5264 -i ""1989 08 15 0000 US NA024758 V10 VHS39 MB27 H32 CM"".mp4 -c copy -t 34 ""Calvin Klein--ETERNITY perfume_Int_ zz_1989 08 15_1989 08 15 0000 US NA024758 V10 VHS39 MB27 H32 CM_5265s"".mp4"
10,22,55,https://youtu.be/2xkkPSzp1Os,1989 08 15 0000 US NA024758 V10 VHS39 MB27 H32 CM,https://youtu.be/2xkkPSzp1Os?t=5296,https://youtu.be/2xkkPSzp1Os?t=5312,Mercedes Benz,car,No,0,1989 08 15,Mercedes Benz--car,5296,5312,16,,"ffmpeg -ss 5295 -i ""1989 08 15 0000 US NA024758 V10 VHS39 MB27 H32 CM"".mp4 -c copy -t 19 ""Mercedes Benz--car__ zz_1989 08 15_1989 08 15 0000 US NA024758 V10 VHS39 MB27 H32 CM_5296s"".mp4"
11,22,61,https://youtu.be/2xkkPSzp1Os,1989 08 15 0000 US NA024758 V10 VHS39 MB27 H32 CM,https://youtu.be/2xkkPSzp1Os?t=5312,https://youtu.be/2xkkPSzp1Os?t=5343,all,stain lifter detergent,No,0,1989 08 15,all--stain lifter detergent,5312,5343,31,,"ffmpeg -ss 5311 -i ""1989 08 15 0000 US NA024758 V10 VHS39 MB27 H32 CM"".mp4 -c copy -t 34 ""all--stain lifter detergent__ zz_1989 08 15_1989 08 15 0000 US NA024758 V10 VHS39 MB27 H32 CM_5312s"".mp4"
